_ - name,_ - _line,_ - retrieved_at,_ - company_number,cp_number_wikidata,_ - current_status,_ - jurisdiction_code,_ - registered_address,street,postal_code,city,_ - all_attributes - registrar,_ - all_attributes - _registerArt,_ - all_attributes - federal_state,_ - all_attributes - _registerNummer,_ - all_attributes - native_company_number,_ - all_attributes - registered_office,_ - all_attributes - former_registrar,_ - all_attributes - _registerNummerSuffix,_ - all_attributes - additional_data - AD,_ - all_attributes - additional_data - CD,_ - all_attributes - additional_data - DK,_ - all_attributes - additional_data - HD,_ - all_attributes - additional_data - SI,_ - all_attributes - additional_data - UT,_ - all_attributes - additional_data - VÖ,_ - all_attributes - additional_data - ,_ - all_attributes - additional_data - Note:,_ - officers - _ - name,_ - officers - _ - type,_ - officers - _ - position,_ - officers - _ - start_date,_ - officers - _ - end_date,_ - officers - _ - other_attributes - firstname,_ - officers - _ - other_attributes - lastname,_ - officers - _ - other_attributes - city,_ - officers - _ - other_attributes - dismissed,_ - officers - _ - other_attributes - flag,_ - officers - _ - other_attributes - reference_no,_ - officers - _ - other_attributes - title,_ - officers - _ - other_attributes - maidenname,_ - previous_names - _ - company_name,_ - subsequent_registrations - _ - data_type,_ - subsequent_registrations - _ - confidence,_ - subsequent_registrations - _ - source_url,_ - subsequent_registrations - _ - start_date,_ - subsequent_registrations - _ - retrieved_at,_ - subsequent_registrations - _ - start_date_type,_ - subsequent_registrations - _ - publication_date,_ - subsequent_registrations - _ - subsequent_registration_start_date,_ - subsequent_registrations - _ - previous_entity - entity_type,_ - subsequent_registrations - _ - previous_entity - entity_properties - company_number,_ - subsequent_registrations - _ - previous_entity - entity_properties - jurisdiction_code,_ - subsequent_registrations - _ - subsequent_entity - entity_type,_ - subsequent_registrations - _ - subsequent_entity - entity_properties - company_number,_ - subsequent_registrations - _ - subsequent_entity - entity_properties - jurisdiction_code,_ - alternate_registrations - _ - data_type,_ - alternate_registrations - _ - confidence,_ - alternate_registrations - _ - source_url,_ - alternate_registrations - _ - start_date,_ - alternate_registrations - _ - sample_date,_ - alternate_registrations - _ - retrieved_at,_ - alternate_registrations - _ - start_date_type,_ - alternate_registrations - _ - alternate_entities - _ - entity_type,_ - alternate_registrations - _ - alternate_entities - _ - entity_properties - company_number,_ - alternate_registrations - _ - alternate_entities - _ - entity_properties - jurisdiction_code
Audatex Deutschland GmbH,2591597,2018-06-23T12:03:55Z,R2108_HRB4573,de/R2108_HRB4573,removed,de,Kuhlenstr.,Kuhlenstr.,,,Bad Oeynhausen,HRB,North Rhine-Westphalia,4573,Bad Oeynhausen HRB 4573,Minden,,,false,true,false,true,false,true,true,,,Dietmar Hartinger,person,Geschäftsführer,,2005-01-31,Dietmar,Hartinger,Flein,true,,,,,ADP Business Services GmbH,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Doctor Merkel,person,Prokurist,,2005-05-30,Robert,Doctor Merkel,Sankt Augustin,true,,,,,Audatex Reuter Gesellschaft mit beschränkter Haftung,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pierre Groll,person,Geschäftsführer,,2005-07-13,Pierre,Groll,Herrliberg/Schweiz,true,,,,,"""Audatex Deutschland Datenverarbeitungs-Gesellschaft mit beschränkter Haftung""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Vollrodt,person,Prokurist,,2006-02-20,Michael,Vollrodt,Minden,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andreas Kolbe,person,Prokurist,,2009-01-13,Andreas,Kolbe,Icking,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andreas Behrens-Ziegler,person,Prokurist,,2009-06-29,Andreas,Behrens-Ziegler,Essen,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tim Gude,person,Prokurist,,2011-01-07,Tim,Gude,Utting,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guido Kutschera,person,Prokurist,,2011-03-15,Guido,Kutschera,Köln,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wolfram Doctor Müller,person,Prokurist,,2011-04-07,Wolfram,Doctor Müller,Porta Westfalica,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wolfgang Ahrens,person,Geschäftsführer,,2011-12-19,Wolfgang,Ahrens,Hannover,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uwe Aits,person,Prokurist,,2012-06-06,Uwe,Aits,Rinteln,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bernd Beier,person,Prokurist,,2013-05-24,Bernd,Beier,Lübbecke,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Francesco Di Bari,person,Prokurist,,2014-02-26,Francesco,Di Bari,München,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Keating,person,Prokurist,,2014-10-21,Michael,Keating,Steinau an der Straße,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karsten Schmitt,person,Prokurist,,2015-03-19,Karsten,Schmitt,Krefeld,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andreas Behrens,person,Prokurist,2007-04-20,,Andreas,Behrens,Essen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erik Jahn,person,Prokurist,2006-11-10,,Erik,Jahn,Minden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erik Jahn,person,Prokurist,2007-10-29,,Erik,Jahn,Minden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ferdinand Moers,person,Geschäftsführer,2011-12-19,,Ferdinand,Moers,Langenfeld,,einzelvertretungsberechtigt mit der Befugnis im Namen der Gesellschaft mit sich als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guido Kutschera,person,Prokurist,2010-07-14,,Guido,Kutschera,Köln,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Keating,person,Prokurist,2014-07-10,,Michael,Keating,Steinau an der Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pierre Groll,person,Geschäftsführer,2005-01-31,,Pierre,Groll,Herrliberg/Schweiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silke Guttzeit,person,Prokurist,2010-04-09,,Silke,Guttzeit,Hille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tim Gude,person,Prokurist,2010-11-29,,Tim,Gude,Utting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursula Lanwer,person,Prokurist,2010-04-13,,Ursula,Lanwer,Petershagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Werner von Hebel,person,Geschäftsführer,2009-05-13,,Werner,von Hebel,Bad Oeynhausen,,einzelvertretungsberechtigt mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wolfgang Ahrens,person,Geschäftsführer,2007-10-29,,Wolfgang,Ahrens,Hannover,,mit der Befugnis im Namen der Gesellschaft mit sich als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wolfgang Ahrens,person,Geschäftsführer,2005-07-13,,Wolfgang,Ahrens,Hannover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Familiengesellschaft ""HAPING"" KG",2591631,2018-06-23T12:03:55Z,X1321R_HRA4573PI,de/X1321R_HRA4573PI,currently registered,de,Kampmoorstr.,Kampmoorstr.,,,Pinneberg,HRA,Schleswig-Holstein,4573,Pinneberg HRA 4573 PI,Quickborn/Krs. Pinneberg,,PI,true,true,true,true,true,true,true,,,Joachim Hafemann,person,Persönlich haftender Gesellschafter,2009-01-20,,Joachim,Hafemann,Quickborn,,,2,,,"Familiengesellschaft ""HAPING"" mbH & Co. KG",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Verwaltungsgesellschaft ""HAPING"" mbH.",company,Persönlich haftender Gesellschafter,2009-01-20,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glock IT-Consulting GmbH,2591640,2018-06-23T12:03:55Z,D4201V_HRB4573,de/D4201V_HRB4573,currently registered,de,Iglauer Str.,Iglauer Str.,,,Bamberg,HRB,Bavaria,4573,Bamberg HRB 4573,Ebern,,,true,true,true,false,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medienvertrieb Görlitz-Niesky GmbH,2591679,2018-06-23T12:03:55Z,U1104_HRB4573,de/U1104_HRB4573,currently registered,de,Lutherstr.,Lutherstr.,,,Dresden,HRB,Saxony,4573,Dresden HRB 4573,Görlitz,,,true,true,true,true,true,true,true,,,Christine Koch,person,Geschäftsführer,,2015-01-30,Christine,Koch,Görlitz,true,,,,,MV Görlitz Zustellservice GmbH,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christine Koch,person,Geschäftsführer,2013-02-04,,Christine,Koch,Görlitz,,,,,,MV Görlitz-Niesky Zustellservice GmbH,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Falko Krüger,person,Geschäftsführer,2015-01-30,,Falko,Krüger,Mittelherwigsdorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metallbau Werner KG,2591680,2018-06-23T12:03:55Z,W1215_HRA4573,de/W1215_HRA4573,currently registered,de,Schmiedestr.,Schmiedestr.,,,Stendal,HRA,Saxony-Anhalt,4573,Stendal HRA 4573,Lützen,,,true,true,true,false,true,true,true,,,Bertram Werner,person,Persönlich haftender Gesellschafter,2015-01-30,,Bertram,Werner,Lützen OT Muschwitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Normann Hundt Zahntechnik Gesellschaft mit beschränkter Haftung,2591688,2018-06-23T12:03:55Z,M1502_HRB4573,de/M1502_HRB4573,currently registered,de,Wachenbucher Str.,Wachenbucher Str.,,,Hanau,HRB,Hesse,4573,Hanau HRB 4573,Hanau,,,true,true,true,true,true,true,true,,,Normann Hundt,person,Geschäftsführer,,2017-04-07,Normann,Hundt,Hanau,true,,,Zahntechnikermeister,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patrick Gasse,person,Geschäftsführer,2017-04-07,,Patrick,Gasse,Hanau,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Windhager GmbH,2591738,2018-06-23T12:03:55Z,D2910V_HRB4573,de/D2910V_HRB4573,currently registered,de,Liegnitzer Str.,Liegnitzer Str.,,,Traunstein,HRB,Bavaria,4573,Traunstein HRB 4573,Freilassing,,,true,true,true,true,true,true,true,,,Harald Bukovics,person,Geschäftsführer,,2016-09-01,Harald,Bukovics,Dorfgastein,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harald Bukovics,person,Geschäftsführer,2011-09-05,,Harald,Bukovics,Dorfgastein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johann Windhager,person,Geschäftsführer,2016-09-01,,Johann,Windhager,Sankt Lorenz / Österreich,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zelt der Generationen GmbH,2591743,2018-06-23T12:03:55Z,D5701V_HRB4573,de/D5701V_HRB4573,removed,de,"c/o Armin Keim, Pettenkofer Straße 21 a, 86706 Weichering.",c/o Armin Keim,Pettenkofer,"Straße 21 a, 86706 Weichering.",Ingolstadt,HRB,Bavaria,4573,Ingolstadt HRB 4573,Ingolstadt,,,false,true,true,false,false,true,true,,,Armin Keim,person,Liquidator,2010-07-30,,Armin,Keim,Weichering,,einzelvertretungsberechtigt solange kein weiterer Liquidator bestellt ist,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armin Keim,person,Geschäftsführer,2007-12-05,,Armin,Keim,Weichering,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friedrich Grundbesitz GmbH & Co. KG,2591803,2018-06-23T12:04:02Z,D4501V_HRA4574,de/D4501V_HRA4574,currently registered,de,Hofer Str.,Hofer Str.,,,Hof,HRA,Bavaria,4574,Hof HRA 4574,Selbitz,,,true,true,true,false,true,true,true,,,"Friedrich Verwaltungs GmbH, Selbitz (Amtsgericht Hof HRB 5636).",company,Persönlich haftender Gesellschafter,2016-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.M. Abwicklungsgesellschaft mbH & Co. KG,2591807,2018-06-23T12:04:02Z,R2108_HRA4574,de/R2108_HRA4574,removed,de,Osnabrücker Str.,Osnabrücker Str.,,,Bad Oeynhausen,HRA,North Rhine-Westphalia,4574,Bad Oeynhausen HRA 4574,Bünde,,,false,true,true,true,false,true,true,,,,,,,,,,,,,,,,Gustav Meyer GmbH & Co,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gustav Meyer GmbH & Co. KG,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gustav Meyer,,,,,,,,,,,,,,,,,,,,,,,,
PENDRAGON OVERSEAS Holdings GmbH,2591865,2018-06-23T12:04:02Z,M1203_HRB4574,de/M1203_HRB4574,currently registered,de,"c/o B B O R S Kreuznacht Rechtsanwälte, Immermannstraße 40, 40210 Düsseldorf.",c/o B B O R S Kreuznacht Rechtsanwälte,Immermannstraße,"40, 40210 Düsseldorf.",Königstein,HRB,Hesse,4574,Königstein HRB 4574,Kronberg im Taunus,,,true,true,true,true,true,true,true,,,Roy Dower,person,Prokurist,,2014-05-26,Roy,Dower,München,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timothy Paul Holden,person,Liquidator,2014-05-26,,Timothy Paul,Holden,Derby / Vereinigtes Königreich,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prolyte Products GmbH,2591870,2018-06-23T12:04:02Z,R2706_HRB4574,de/R2706_HRB4574,currently registered,de,Rheiner Str.,Rheiner Str.,,,Steinfurt,HRB,North Rhine-Westphalia,4574,Steinfurt HRB 4574,Emsdetten,,,true,true,true,true,true,true,true,,,Ralf Kortmann,person,Geschäftsführer,,2011-06-03,Ralf,Kortmann,Greven,true,,,,,Lite Structures Deutschland GmbH,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berend Reinink,person,Geschäftsführer,,2013-04-18,Berend,Reinink,DP Apeldoorn / Niederlande,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Fischer,person,Geschäftsführer,,2013-06-07,Thomas,Fischer,Bremen,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lee Robert Brooks,person,Geschäftsführer,,2014-03-14,Lee Robert,Brooks,Groningen / Niederlande,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klaas Onno Meijer,person,Geschäftsführer,,2017-12-12,Klaas Onno,Meijer,Emmen / Niederlande / Niederlande,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ansgar Plagge,person,Geschäftsführer,2014-03-14,,Ansgar,Plagge,Greven,,einzelvertretungsberechtigt mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eric Witvoet,person,Geschäftsführer,2017-12-12,,Eric,Witvoet,Schoonebeek / Niederlande,,einzelvertretungsberechtigt mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lee Robert Brooks,person,Geschäftsführer,2013-06-07,,Lee Robert,Brooks,Groningen / Niederlande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lee Robert Brooks,person,Geschäftsführer,2013-07-26,,Lee Robert,Brooks,Groningen / Niederlande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Fischer,person,Geschäftsführer,2011-06-03,,Thomas,Fischer,Bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WIMA Kunststoffprodukte GmbH,2591911,2018-06-23T12:04:02Z,D3304V_HRB4574,de/D3304V_HRB4574,currently registered,de,Rudolf-Diesel-Str.,Rudolf-Diesel-Str.,,,Fürth,HRB,Bavaria,4574,Fürth HRB 4574,Zirndorf,,,true,true,true,true,true,true,true,,,Horst Nummer,person,Geschäftsführer,,2010-07-27,Horst,Nummer,Zirndorf,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sigrun Nummer,person,Prokurist,,2010-07-27,Sigrun,Nummer,Zirndorf,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Fischfritz"" Inhaber Volker Stoldt e. K.",2591917,2018-06-23T12:04:08Z,R2204_HRA4575,de/R2204_HRA4575,currently registered,de,Hirtenstr.,Hirtenstr.,,,Recklinghausen,HRA,North Rhine-Westphalia,4575,Recklinghausen HRA 4575,Recklinghausen,,,true,true,true,false,true,true,true,,,Volker Stoldt,person,Inhaber,2010-06-30,,Volker,Stoldt,Castrop-Rauxel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackhawk Kletterwald Langen GmbH & Co. KG,2591945,2018-06-23T12:04:08Z,M1405_HRA4575,de/M1405_HRA4575,currently registered,de,"c/o Stephan Henneken, Zum Roßgrund 6, 63654 Büdingen.",c/o Stephan Henneken,Zum,"Roßgrund 6, 63654 Büdingen.",Friedberg,HRA,Hesse,4575,Friedberg HRA 4575,Büdingen,,,true,true,true,false,true,true,true,,,"Blackhawk-Sports GmbH, Büdingen (Amtsgericht Friedberg (Hessen) HRB 8041).",company,Persönlich haftender Gesellschafter,2015-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fotoservice Koch  GmbH,2591971,2018-06-23T12:04:08Z,R2713_HRB4575,de/R2713_HRB4575,removed,de,Fliednerstr.,Fliednerstr.,,,Münster,HRB,North Rhine-Westphalia,4575,Münster HRB 4575,Münster,,,false,true,true,true,false,true,true,,,Werner Koch,person,Geschäftsführer,,2009-03-23,Werner,Koch,Münster,true,,,Kaufmann,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Werner Koch,person,Liquidator,2009-03-23,,Werner,Koch,Münster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apotheke Maßbach Heiko Zimny e.K.,2592100,2018-06-23T12:04:46Z,D4608V_HRA4576,de/D4608V_HRA4576,currently registered,de,Poppenlauererstr.,Poppenlauererstr.,,,Schweinfurt,HRA,Bavaria,4576,Schweinfurt HRA 4576,Maßbach,,,true,true,true,true,true,true,true,,,Friedhelm Dittmar,person,Inhaber,,2015-03-19,Friedhelm,Dittmar,Maßbach,true,,,Apotheker,,Apotheke Maßbach Friedhelm Dittmar e.K.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heiko Zimny,person,Inhaber,2015-03-19,,Heiko,Zimny,Stadtlauringen,,,,,,Apotheke Maßbach Friedhelm Dittmar,,,,,,,,,,,,,,,,,,,,,,,,
Bellevue Projektierungs GmbH & Co. KG,2592114,2018-06-23T12:04:46Z,D4401V_HRA4576,de/D4401V_HRA4576,removed,de,Michael-Och-Str.,Michael-Och-Str.,,,Coburg,HRA,Bavaria,4576,Coburg HRA 4576,Lichtenfels,,,false,true,true,false,false,true,true,,,"FL Franken Leasing Beteiligungs GmbH, Lichtenfels (Amtsgericht Coburg HRB 4226), einzelvertretungsberechtigt",company,Persönlich haftender Gesellschafter,2009-12-22,,,,,,,,,,Bellevue Solartechnics GmbH & Co. KG,,,,,,,,,,,,,,,,,,,,,,,,
CHRONOS Personaldienstleistungen GmbH,2592126,2018-06-23T12:04:46Z,D4301V_HRB4576,de/D4301V_HRB4576,currently registered,de,Leuschnerstr.,Leuschnerstr.,,,Bayreuth,HRB,Bavaria,4576,Bayreuth HRB 4576,Bayreuth,,,true,true,true,false,true,true,true,,,Rudolf Haider,person,Geschäftsführer,,2014-10-01,Rudolf,Haider,Wunsiedel,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rudolf Haider,person,Geschäftsführer,2007-12-05,,Rudolf,Haider,Wunsiedel,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tino Lochmüller,person,Geschäftsführer,2007-11-13,,Tino,Lochmüller,Weidenberg,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freizeitinvest GmbH,2592146,2018-06-23T12:04:46Z,D3101V_HRB4576,de/D3101V_HRB4576,currently registered,de,Werner-von-Siemens-Str.,Werner-von-Siemens-Str.,,,Amberg,HRB,Bavaria,4576,Amberg HRB 4576,Amberg,,,true,true,true,false,true,true,true,,,Beate Götz,person,Geschäftsführer,2010-03-17,,Beate,Götz,Amberg,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Günther Reiner,person,Geschäftsführer,2016-04-07,,Günther,Reiner,Amberg,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYMAR GmbH,2592273,2018-06-23T12:04:52Z,R3103_HRB4577,de/R3103_HRB4577,removed,de,Veldener Str.,Veldener Str.,,,Düren,HRB,North Rhine-Westphalia,4577,Düren HRB 4577,Düren,,,false,true,true,false,false,true,true,,,Halil Ayan,person,Geschäftsführer,,2009-01-30,Halil,Ayan,Köln,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fatih Ayan,person,Geschäftsführer,2009-01-30,,Fatih,Ayan,Erftstadt,,einzelvertretungsberechtigt mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fatih Ayan,person,Liquidator,2012-01-11,,Fatih,Ayan,Erftstadt,,einzelvertretungsberechtigt mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgeos Gizas e.K.,2592321,2018-06-23T12:04:52Z,D4401V_HRA4577,de/D4401V_HRA4577,currently registered,de,Siemensstr.,Siemensstr.,,,Coburg,HRA,Bavaria,4577,Coburg HRA 4577,Redwitz,,,true,true,true,false,true,true,true,,,Georgeos Gizas,person,Inhaber,2010-01-07,,Georgeos,Gizas,Redwitz,,,,,,FINEST NATURE e.K.,,,,,,,,,,,,,,,,,,,,,,,,
Klostermair KM Verwaltungsgesellschaft mbH,2592349,2018-06-23T12:04:52Z,D5701V_HRB4577,de/D5701V_HRB4577,removed,de,Gewerbestr.,Gewerbestr.,,,Ingolstadt,HRB,Bavaria,4577,Ingolstadt HRB 4577,Königsmoos,,,false,true,true,false,false,true,true,,,Klaus : Klostermair,person,Liquidator,2009-02-12,,Klaus,: Klostermair,Neuburg a.d. Donau,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klaus Klostermair,person,Geschäftsführer,2007-12-10,,Klaus,Klostermair,Neuburg a.d. Donau,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L&F Consult GmbH,2592355,2018-06-23T12:04:52Z,D4401V_HRB4577,de/D4401V_HRB4577,removed,de,Cortendorfer Str.,Cortendorfer Str.,,,Coburg,HRB,Bavaria,4577,Coburg HRB 4577,Coburg,,,false,true,true,false,false,true,true,,,Ralf : Friedrich,person,Liquidator,2016-03-09,,Ralf,: Friedrich,Sonnefeld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ralf Friedrich,person,Geschäftsführer,2009-02-04,,Ralf,Friedrich,Sonnefeld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sport & Freizeit Sabine Dürbeck e. K.,2592399,2018-06-23T12:04:52Z,D4201V_HRA4577,de/D4201V_HRA4577,currently registered,de,Haidfeldstr.,Haidfeldstr.,,,Bamberg,HRA,Bavaria,4577,Bamberg HRA 4577,Forchheim,,,true,true,true,true,true,true,true,,,Sabine Dürbeck,person,Inhaber,2018-03-14,,Sabine,Dürbeck,Pinzberg,,,,,,Sport & Freizeit Sabine Dürbeck,,,,,,,,,,,,,,,,,,,,,,,,
UNION Wohnbau Immobilien GmbH,2592409,2018-06-23T12:04:52Z,D4608V_HRB4577,de/D4608V_HRB4577,currently registered,de,Rückertstr.,Rückertstr.,,,Schweinfurt,HRB,Bavaria,4577,Schweinfurt HRB 4577,Schweinfurt,,,true,true,true,false,true,true,true,,,Heinz-Ulrich Vierkötter,person,Geschäftsführer,,2016-01-18,Heinz-Ulrich,Vierkötter,Lohmar,true,,,,,UNION Wohnbau GmbH,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elmar Jabs,person,Geschäftsführer,2016-01-18,,Elmar,Jabs,Schweinfurt,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
