_ - name,_ - _line,_ - retrieved_at,_ - company_number,cp_number_wikidata,_ - current_status,_ - jurisdiction_code,_ - registered_address,street,postal_code,city,_ - all_attributes - registrar,_ - all_attributes - _registerArt,_ - all_attributes - federal_state,_ - all_attributes - _registerNummer,_ - all_attributes - native_company_number,_ - all_attributes - registered_office,_ - all_attributes - former_registrar,_ - all_attributes - _registerNummerSuffix,_ - all_attributes - additional_data - AD,_ - all_attributes - additional_data - CD,_ - all_attributes - additional_data - DK,_ - all_attributes - additional_data - HD,_ - all_attributes - additional_data - SI,_ - all_attributes - additional_data - UT,_ - all_attributes - additional_data - VÖ,_ - all_attributes - additional_data - ,_ - all_attributes - additional_data - Note:,_ - officers - _ - name,_ - officers - _ - type,_ - officers - _ - position,_ - officers - _ - start_date,_ - officers - _ - end_date,_ - officers - _ - other_attributes - firstname,_ - officers - _ - other_attributes - lastname,_ - officers - _ - other_attributes - city,_ - officers - _ - other_attributes - dismissed,_ - officers - _ - other_attributes - flag,_ - officers - _ - other_attributes - reference_no,_ - officers - _ - other_attributes - title,_ - officers - _ - other_attributes - maidenname,_ - previous_names - _ - company_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alessandra N Pucher,person,Geschäftsführer,,2016-02-26,Alessandra N,Pucher,Krumpendorf / Österreich,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alessandra N Peters,person,Geschäftsführer,2013-11-13,,Alessandra N,Peters,Krumpendorf / Österreich,,mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alessandra N Pucher,person,Geschäftsführer,2014-12-15,,Alessandra N,Pucher,Krumpendorf / Österreich,,sole representation,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goddert F Peters,person,Geschäftsführer,2008-05-21,,Goddert F,Peters,Deining-Egling,,,,Diplom-Ingenieur,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicolaus F Peters,person,Geschäftsführer,2014-12-15,,Nicolaus F,Peters,Egling,,sole representation,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicolaus F Peters,person,Geschäftsführer,2013-11-13,,Nicolaus F,Peters,München,,mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicolaus Peters,person,Geschäftsführer,2009-05-28,,Nicolaus,Peters,München,,,,,,
Anzeigen-Agentur Feba Willi Felderbauer,2373491,2018-06-22T12:52:58Z,R2809_HRA3424,de/R2809_HRA3424,currently registered,de,Beckumer Str.,Beckumer Str.,,,Paderborn,HRA,North Rhine-Westphalia,3424,Paderborn HRA 3424,Lippstadt,,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,
Birgit Schwind Friseur Creativ GmbH,2373508,2018-06-22T12:52:58Z,D4102V_HRB3424,de/D4102V_HRB3424,currently registered,de,Müllerstr.,Müllerstr.,,,Aschaffenburg,HRB,Bavaria,3424,Aschaffenburg HRB 3424,Aschaffenburg,,,true,true,true,true,true,true,true,,,Birgit Schwind,person,Geschäftsführer,2009-04-17,,Birgit,Schwind,Goldbach,,sole representation,,,,Bernd Hock Friseur Creativ GmbH
Tischlerei Arthur Gruben,2373678,2018-06-22T12:52:58Z,H1101_H1102_HRA3424,de/H1101_H1102_HRA3424,currently registered,de,Uferstr.,Uferstr.,,,Bremen,HRA,Bremen,3424,Bremen früher Bremerhaven HRA 3424,Bremerhaven,Bremerhaven,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,
emz international GmbH,2373755,2018-06-22T12:54:27Z,D3101V_HRB3425,de/D3101V_HRB3425,currently registered,de,Siemensstr.,Siemensstr.,,,Amberg,HRB,Bavaria,3425,Amberg HRB 3425,Nabburg,,,true,true,true,false,true,true,true,,,Ernst Hanauer,person,Geschäftsführer,2012-11-28,,Ernst,Hanauer,Schwarzhofen,,sole representation,,,,
Regenerative Stromerzeugung Sassenberg GmbH & Co. KG,2373862,2018-06-22T12:54:27Z,G1103_HRA3425,de/G1103_HRA3425,currently registered,de,Doberluger Str.,Doberluger Str.,,,Cottbus,HRA,Brandenburg,3425,Cottbus HRA 3425,Uebigau-Wahrenbrück,,,true,true,true,false,true,true,true,,,"Regenerative Stromerzeugung Uebigau Verwaltungs-GmbH, Uebigau-Wahrenbrück (Amtsgericht Cottbus, HRB 13256 CB)",company,Persönlich haftender Gesellschafter,2017-11-02,,,,,,,1,,,
Riederer Lohnverpackung GmbH & Co. KG,2373865,2018-06-22T12:54:27Z,D3101V_HRA3425,de/D3101V_HRA3425,currently registered,de,Wernberger Str.,Wernberger Str.,,,Amberg,HRA,Bavaria,3425,Amberg HRA 3425,Pfreimd,,,true,true,true,false,true,true,true,,,"Riederer GmbH, Pfreimd (Amtsgericht Amberg HRB 3581), einzelvertretungsberechtigt",company,Persönlich haftender Gesellschafter,2015-01-23,,,,,,,,,,
TH-Immobilien GmbH & Co. KG.,2373888,2018-06-22T12:54:27Z,X1721R_HRA3425AH,de/X1721R_HRA3425AH,currently registered,de,Alte Dorfstr.,Alte Dorfstr.,,,Lübeck,HRA,Schleswig-Holstein,3425,Lübeck HRA 3425 AH,Lütjensee,,AH,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,C. Kertscher KG (GmbH & Co.)
Westreisen Theo Langen e.K.,2373905,2018-06-22T12:54:27Z,R3103_HRA3425,de/R3103_HRA3425,removed,de,Helmholtzstr.,Helmholtzstr.,,,Düren,HRA,North Rhine-Westphalia,3425,Düren HRA 3425,Jülich,,,false,true,true,false,false,true,true,,,Theodor Langen,person,Inhaber,2015-03-24,,Theodor,Langen,Jülich,,,,,,
Conversulting Thorsten Guhr e.K.,2373946,2018-06-22T12:55:48Z,N1206V_HRA3426,de/N1206V_HRA3426,currently registered,de,Parkstr.,Parkstr.,,,Rostock,HRA,Mecklenburg-Western Pomerania,3426,Rostock HRA 3426,Börgerende-Rethwisch,,,true,true,true,false,true,true,true,,,Thorsten Guhr,person,Inhaber,2012-10-25,,Thorsten,Guhr,Hamburg,,,,,,
Dr. Terhorst Solarenergie GmbH & Co. KG,2373955,2018-06-22T12:55:48Z,R1304_HRA3426,de/R1304_HRA3426,currently registered,de,Heresbachstr.,Heresbachstr.,,,Kleve,HRA,North Rhine-Westphalia,3426,Kleve HRA 3426,Rees,,,true,true,true,false,true,true,true,,,"Doctor Terhorst Verwaltungsgesellschaft mbH, Rees (Kleve HRB 9201).",company,Persönlich haftender Gesellschafter,2009-06-24,,,,,,,,,,
Pinkvos Bestattungskultur-Trauernetzwerk Hildesheim GmbH,2374054,2018-06-22T12:55:48Z,P2408_HRB3426,de/P2408_HRB3426,removed,de,Scheelenstr.,Scheelenstr.,,,Hildesheim,HRB,Lower Saxony,3426,Hildesheim HRB 3426,Hildesheim,,,false,true,false,true,false,true,true,,,,,,,,,,,,,,,,Pinkvos Bestattungen Trauernetzwerk Hildesheim GmbH
TOSA Sportartikel KG,2374101,2018-06-22T12:55:48Z,D2910V_HRA3426,de/D2910V_HRA3426,removed,de,Hauptstr.,Hauptstr.,,,Traunstein,HRA,Bavaria,3426,Traunstein HRA 3426,Trostberg,,,false,true,true,true,false,true,true,,,,,,,,,,,,,,,,Saxberger KG
BALUNGI DIGITAL Ltd. & Co. KG,2374154,2018-06-22T12:57:08Z,G1207_HRA3427,de/G1207_HRA3427,currently registered,de,Seestr.,Seestr.,,,Frankfurt/Oder,HRA,Brandenburg,3427,Frankfurt/Oder HRA 3427,Neuzelle,,,true,true,true,false,true,true,true,,,Birmingham (Companies House Cardiff BALUNGI MEDIA Ltd,person,Persönlich haftender Gesellschafter,2016-06-28,,Birmingham (Companies House Cardiff,BALUNGI MEDIA Ltd,10207593),,,1,,,
Josef Klüber Verwaltungsgesellschaft mbH,2374245,2018-06-22T12:57:08Z,M1301_HRB3427,de/M1301_HRB3427,currently registered,de,Eiterfelder Str.,Eiterfelder Str.,,,Fulda,HRB,Hesse,3427,Fulda HRB 3427,Burghaun,,,true,true,true,true,true,true,true,,,Josef Klüber,person,Geschäftsführer,,2009-09-10,Josef,Klüber,Burghaun,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frank Klüber,person,Geschäftsführer,,2015-03-05,Frank,Klüber,Fulda,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dieter Klüber,person,Geschäftsführer,2009-09-10,,Dieter,Klüber,Burghaun,,sole representation,,,,
Regenerative Stromerzeugung Fehrbellin GmbH & Co. KG,2374306,2018-06-22T12:57:08Z,G1103_HRA3427,de/G1103_HRA3427,currently registered,de,Doberluger Str.,Doberluger Str.,,,Cottbus,HRA,Brandenburg,3427,Cottbus HRA 3427,Uebigau-Wahrenbrück,,,true,true,true,false,true,true,true,,,"Regenerative Stromerzeugung Uebigau Verwaltungs-GmbH, Uebigau-Wahrenbrück (Amtsgericht Cottbus, HRB 13256 CB)",company,Persönlich haftender Gesellschafter,2017-11-03,,,,,,,1,,,
Strebel & Geyer MSR Technik GmbH & Co. KG,2374326,2018-06-22T12:57:08Z,D3201V_HRA3427,de/D3201V_HRA3427,currently registered,de,Ohmstr.,Ohmstr.,,,Ansbach,HRA,Bavaria,3427,Ansbach HRA 3427,Dietenhofen,,,true,true,true,false,true,true,true,,,"Strebel & Geyer Beteiligungs- GmbH, Dietenhofen (Ansbach HRB 4601).",company,Persönlich haftender Gesellschafter,2009-01-15,,,,,,,,,,
G. Peters Beteiligungsgesellschaft mbH.,2374438,2018-06-22T12:58:29Z,R1202_HRB3428,de/R1202_HRB3428,currently registered,de,Panderstr.,Panderstr.,,,Duisburg,HRB,North Rhine-Westphalia,3428,Duisburg HRB 3428,Duisburg,,,true,true,true,true,true,true,true,,,Harald Kock,person,Geschäftsführer,,2015-06-03,Harald,Kock,Duisburg,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frank Peters,person,Liquidator,2016-03-15,,Frank,Peters,Duisburg,,einzelvertretungsberechtigt mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,
Krumme Markant-Markt Verwaltungs GmbH,2374491,2018-06-22T12:58:29Z,R2108_HRB3428,de/R2108_HRB3428,removed,de,Herforder Str.,Herforder Str.,,,Bad Oeynhausen,HRB,North Rhine-Westphalia,3428,Bad Oeynhausen HRB 3428,Löhne,,,false,true,true,true,false,true,true,,,David Krumme,person,Geschäftsführer,,2009-01-16,David,Krumme,Löhne,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herbert Krumme,person,Liquidator,2011-12-15,,Herbert,Krumme,Löhne,,,,,,
VFV Verpackungsmittel- und Folienvertrieb GmbH,2374568,2018-06-22T12:58:29Z,G1309_HRB3428,de/G1309_HRB3428,currently registered,de,Bahnstr.,Bahnstr.,,,Neuruppin,HRB,Brandenburg,3428,Neuruppin HRB 3428,Wittenberge,,,true,true,true,true,true,true,true,,,Hans-Jürgen Luth,person,Geschäftsführer,,2010-01-12,Hans-Jürgen,Luth,,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Petra Tegtmeier,person,Geschäftsführer,2010-01-12,,Petra,Tegtmeier,Wittenberge,,mit der Befugnis die Gesellschaft allein zu vertreten mit der Befugnis Rechtsgeschäfte mit sich selbst oder als Vertreter Dritter abzuschließen,,,,
Airport Golf Hahn GmbH,2374589,2018-06-22T12:59:51Z,T2101V_HRB3429,de/T2101V_HRB3429,currently registered,de,"Golfallee 1, Gebäude 671, 55483 Hahn-Flughafen.",Golfallee 1,Gebäude,"671, 55483 Hahn-Flughafen.",Bad Kreuznach,HRB,Rhineland-Palatinate,3429,Bad Kreuznach HRB 3429,Lautzenhausen Flughafen Hahn,,,true,true,true,true,true,true,true,,,Stefano Wulf,person,Geschäftsführer,,2008-06-10,Stefano,Wulf,Wiesbaden,true,,,,,Hahn Campus Management GmbH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uwe Klettenheimer,person,Geschäftsführer,,2009-04-09,Uwe,Klettenheimer,Hofheim,true,,,,,Sport und Freizeitanlagen Hahn GmbH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bernd Müller,person,Prokurist,,2010-03-03,Bernd,Müller,Hennweiler,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jörg Schumacher,person,Geschäftsführer,,2010-03-03,Jörg,Schumacher,Mainz,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daniel Regentrop,person,Geschäftsführer,,2018-01-11,Daniel,Regentrop,Wiesbaden,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adriaan Alexander Straten,person,Liquidator,2018-01-11,,Adriaan Alexander,Straten,Hage,,einzelvertretungsberechtigt mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daniel Regentrop,person,Geschäftsführer,2010-03-03,,Daniel,Regentrop,Wiesbaden,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uwe Klettenheimer,person,Geschäftsführer,2008-06-10,,Uwe,Klettenheimer,Hofheim,,vertretungsberechtigt gemäß allgemeiner Vertretungsregelung er ist für Rechtsgeschäfte mit der Flughafen Frankfurt - Hahn GmbH mit dem Sitz in Lautzenhausen-Flughafen Hahn (AG Bad Kreuznach HRB 4188) von den Beschränkungen des § 181 BGB befreit,,,,
Eggersmann Betriebsmanagement und Umwelttechnik GmbH,2374636,2018-06-22T12:59:51Z,R2103_HRB3429,de/R2103_HRB3429,currently registered,de,Max-Planck-Str.,Max-Planck-Str.,,,Gütersloh,HRB,North Rhine-Westphalia,3429,Gütersloh HRB 3429,Harsewinkel,,,true,true,true,true,true,true,true,,,Thomas Hein,person,Prokurist,,2011-12-21,Thomas,Hein,Bad Salzuflen,true,,,,,Eggersmann Bau- und Umwelttechnik für Kompostierungs- und Kläranlagen GmbH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karlgünter Eggersmann,person,Geschäftsführer,2011-12-21,,Karlgünter,Eggersmann,Harsewinkel,,einzelvertretungsberechtigt mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Hein,person,Geschäftsführer,2011-12-21,,Thomas,Hein,Bad Salzuflen,,einzelvertretungsberechtigt mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Hein,person,Prokurist,2007-04-16,,Thomas,Hein,Bad Salzuflen,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tim Alexander Schneider,person,Prokurist,2012-02-14,,Tim Alexander,Schneider,Warendorf,,,,,,
OL Objekt-Leasing GmbH & Co. KG,2374735,2018-06-22T12:59:51Z,D2910V_HRA3429,de/D2910V_HRA3429,currently registered,de,Ehringer Innstr.,Ehringer Innstr.,,,Traunstein,HRA,Bavaria,3429,Traunstein HRA 3429,Mühldorf,,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,Globa Finanzierungsvermittlung GmbH & Co. Kreditvermittlungs-KG (Altmühldorf)
ROBOLAN Gesellschaft mit beschränkter Haftung - Chemisch-technische Erzeugnisse,2374755,2018-06-22T12:59:51Z,R2307_HRB3429,de/R2307_HRB3429,currently registered,de,Kieler Str.,Kieler Str.,,,Lemgo,HRB,North Rhine-Westphalia,3429,Lemgo HRB 3429,Detmold,,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,HESON Gesellschaft mit beschränkter Haftung Chemisch-Technische Erzeugnisse
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HESON Vertriebs Gesellschaft mit beschränkter Haftung für chemische und technische Erzeugnisse
WERTVOLL WOHNEN GmbH & Co. KG,2374792,2018-06-22T12:59:51Z,D3101V_HRA3429,de/D3101V_HRA3429,currently registered,de,Schleiglstr.,Schleiglstr.,,,Amberg,HRA,Bavaria,3429,Amberg HRA 3429,Schwandorf,,,true,true,true,false,true,true,true,,,"IGS Verwaltungs GmbH, Schwandorf (Amtsgericht Amberg HRB 4977), mit der Befugnis - auch für die jeweiligen Geschäftsführer -, im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen.",company,Persönlich haftender Gesellschafter,2015-02-10,,,,,,,,,,WERTVOLL WOHNEN GmbH & Co KG
bikini Informationssysteme Vertriebs GmbH,2374825,2018-06-22T13:01:14Z,X1721R_HRB3430AH,de/X1721R_HRB3430AH,removed,de,"c/o Liquidator Martin Ebert, Mohnweg 6, 23898 Sandesneben Vertretungsregelung: Ist ein Liquidator bestellt, so vertritt er die Gesellschaft allein.",c/o Liquidator Martin Ebert,Mohnweg,"6, 23898 Sandesneben Vertretungsregelung: Ist ein Liquidator bestellt, so vertritt er die Gesellschaft allein.",Lübeck,HRB,Schleswig-Holstein,3430,Lübeck HRB 3430 AH,Ahrensburg,,AH,false,true,true,true,false,true,true,,,Martin Ebert,person,Liquidator,2010-12-28,,Martin,Ebert,Sandesneben,,Dipl.-Kaufmann,,,,
Dipl.-Ing. Winrich Schwarz + Partner Vertriebsgesellschaft mbH,2374843,2018-06-22T13:01:14Z,P2408_HRB3430,de/P2408_HRB3430,currently registered,de,Philipp-Reis-Str.,Philipp-Reis-Str.,,,Hildesheim,HRB,Lower Saxony,3430,Hildesheim HRB 3430,Hildesheim,,,true,true,true,true,false,true,true,,,,,,,,,,,,,,,,
Gerd Weber GmbH Hagenow,2374873,2018-06-22T13:01:14Z,N1308V_HRB3430,de/N1308V_HRB3430,removed,de,Schweriner Str.,Schweriner Str.,,,Schwerin,HRB,Mecklenburg-Western Pomerania,3430,Schwerin HRB 3430,Hagenow,,,false,true,true,true,false,true,true,,,Gerd Weber,person,Geschäftsführer,,2007-07-18,Gerd,Weber,Schwerin,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jörg Kludasch,person,Geschäftsführer,,2008-01-09,Jörg,Kludasch,Hagenow,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Detlef : Hamann,person,Liquidator,2009-09-07,,Detlef,: Hamann,Kirch Jesar,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Detlef Hamann,person,Geschäftsführer,2008-01-09,,Detlef,Hamann,Kirch Jesar,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jörg Kludasch,person,Geschäftsführer,2007-07-18,,Jörg,Kludasch,Hagenow,,sole representation,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klaus-Peter : Losch,person,Liquidator,2009-09-07,,Klaus-Peter,: Losch,Hagenow,,sole representation,,,,
Haber & Brandner GmbH,2374883,2018-06-22T13:01:14Z,D3410V_HRB3430,de/D3410V_HRB3430,currently registered,de,Lichtenfelser Str.,Lichtenfelser Str.,,,Regensburg,HRB,Bavaria,3430,Regensburg HRB 3430,Regensburg,,,true,true,true,true,true,true,true,,,Iris geborene Becker Lindner,person,Prokurist,,2005-05-11,Iris geborene Becker,Lindner,Wenzenbach,true,,,,,Georg Haber & Johann L. L. Brandner GmbH Werkstätten für kirchliche Kunst GmbH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carmen Haber,person,Prokurist,,2011-01-26,Carmen,Haber,Lappersdorf,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carmen Haber,person,Geschäftsführer,2011-01-26,,Carmen,Haber,Lappersdorf,,sole representation,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Baldauf,person,Prokurist,2008-02-14,,Thomas,Baldauf,Wolfsegg,,,,,,
PELZ Vertriebs-GmbH & Co. KG,2374947,2018-06-22T13:01:14Z,R1304_HRA3430,de/R1304_HRA3430,removed,de,Carl-Zeiss-Str.,Carl-Zeiss-Str.,,,Kleve,HRA,North Rhine-Westphalia,3430,Kleve HRA 3430,Moers,,,false,true,false,false,false,true,true,,,Yasemin Pelz,person,Prokurist,,2017-10-20,Yasemin,Pelz,Moers,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PELZ Beteiligungs-GmbH, Moers (Amtsgericht Kleve HRB 9749).",company,Persönlich haftender Gesellschafter,2009-07-02,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PELZ Vertriebs-GmbH, Moers (Amtsgericht Kleve HRB 9749).",company,Persönlich haftender Gesellschafter,2017-10-20,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yasemin Pelz,person,Prokurist,2009-07-02,,Yasemin,Pelz,Moers,,,,,,
phonewerk Gesellschaft für Dialogmarketing mbH,2374951,2018-06-22T13:01:14Z,D4501V_HRB3430,de/D4501V_HRB3430,currently registered,de,Ernst-Reuter-Str.,Ernst-Reuter-Str.,,,Hof,HRB,Bavaria,3430,Hof HRB 3430,Hof,,,true,true,true,true,true,true,true,,,Jürgen Kalb,person,Prokurist,,2005-04-25,Jürgen,Kalb,Kulmbach,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heinz Alt,person,Geschäftsführer,,2006-04-19,Heinz,Alt,Hof,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hans Homrighausen,person,Geschäftsführer,,2007-04-13,Hans,Homrighausen,Hof,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heribert Trunk,person,Geschäftsführer,,2009-08-14,Heribert,Trunk,Bamberg,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Regge,person,Geschäftsführer,,2014-04-23,Thomas,Regge,Hennef,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Torsten Klose,person,Geschäftsführer,,2014-11-06,Torsten,Klose,Dippoldiswalde,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hans Homrighausen,person,Geschäftsführer,2006-04-19,,Hans,Homrighausen,Hof,,mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heiko Zips,person,Prokurist,2014-11-06,,Heiko,Zips,Oberkotzau,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Göppel,person,Geschäftsführer,2015-04-14,,Michael,Göppel,Töpen,,mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Regge,person,Geschäftsführer,2007-04-13,,Thomas,Regge,Hennef,,mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tony Maletschek,person,Prokurist,2013-05-02,,Tony,Maletschek,Naila-Marlesreuth,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Torsten Klose,person,Geschäftsführer,2010-09-01,,Torsten,Klose,Dippoldiswalde,,mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ulf Kiegeland,person,Geschäftsführer,2014-02-19,,Ulf,Kiegeland,Hof,,mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,
Sander Maschinen- und Anlagen GmbH,2374968,2018-06-22T13:01:14Z,R2108_HRB3430,de/R2108_HRB3430,currently registered,de,Brunhildestr.,Brunhildestr.,,,Bad Oeynhausen,HRB,North Rhine-Westphalia,3430,Bad Oeynhausen HRB 3430,Bad Oeynhausen,,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,
Spenner GmbH & Co. KG,2374979,2018-06-22T13:01:14Z,R2809_HRA3430,de/R2809_HRA3430,currently registered,de,Bahnhofstr.,Bahnhofstr.,,,Paderborn,HRA,North Rhine-Westphalia,3430,Paderborn HRA 3430,Erwitte,,,true,true,true,true,true,true,true,,,Holger Doctor Rosemann,person,Prokurist,,2011-02-10,Holger,Doctor Rosemann,Lippstadt,true,,,,,Spenner Zement GmbH & Co. Kommanditgesellschaft
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holger Doctor Griebel,person,Prokurist,,2012-02-20,Holger,Doctor Griebel,Lippstadt,true,,,,,Spenner Zement KG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilhelm Heinrich Mues-Hane,person,Prokurist,2011-02-10,,Wilhelm Heinrich,Mues-Hane,Anröchte,,,,,,"""Felsenfest"" J. Spenner KG"
Stratos GmbH Christoph Staroske,2374982,2018-06-22T13:01:14Z,U1104_HRB3430,de/U1104_HRB3430,currently registered,de,Nickritzer Str.,Nickritzer Str.,,,Dresden,HRB,Saxony,3430,Dresden HRB 3430,Riesa,,,true,true,true,true,true,true,true,,,Andreas Staroske,person,Prokurist,,2015-04-09,Andreas,Staroske,Riesa,true,,,,,Stratos GmbH Christoph Staroske (Riesa)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christoph Staroske,person,Geschäftsführer,,2015-04-09,Christoph,Staroske,Riesa,true,,,Dipl.-Ingenieur,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andreas Staroske,person,Geschäftsführer,2015-04-09,,Andreas,Staroske,Riesa,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andreas Staroske,person,Prokurist,2009-01-06,,Andreas,Staroske,Riesa,,,,,,
"BURRESI, Marco Burresi",2375044,2018-06-22T13:02:34Z,M1906_HRA3431,de/M1906_HRA3431,currently registered,de,Wilhelmstr.,Wilhelmstr.,,,Wiesbaden,HRA,Hesse,3431,Wiesbaden HRA 3431,Wiesbaden,,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,
Engelmann Messe & Design GmbH,2375059,2018-06-22T13:02:34Z,P3210_HRB3431,de/P3210_HRB3431,currently registered,de,August-Wilhelm-Kühnholz-Str.,August-Wilhelm-Kühnholz-Str.,,,Oldenburg (Oldenburg),HRB,Lower Saxony,3431,Oldenburg (Oldenburg) HRB 3431,Oldenburg,,,true,true,true,true,false,true,true,,,Hergen Engelmann,person,Geschäftsführer,,2009-03-27,Hergen,Engelmann,Oldenburg,true,,,Dipl.- Ing,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Werner Moorkamp,person,Prokurist,2014-05-12,,Werner,Moorkamp,Oldenburg,,,,,,
Exterior Real Estate GmbH & Co. KG,2375063,2018-06-22T13:02:34Z,D4102V_HRA3431,de/D4102V_HRA3431,removed,de,"Taunus Tower, Mergenthalerallee 73-75, 65760 Eschborn.",Taunus Tower,Mergenthalerallee,"73-75, 65760 Eschborn.",Aschaffenburg,HRA,Bavaria,3431,Aschaffenburg HRA 3431,Eschborn,,,false,true,false,true,false,true,true,,,"Magna Vierte Beteiligungs- GmbH, Sailauf (Amtsgericht Aschaffenburg HRB 7039), mit der Befugnis, im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen.",company,Persönlich haftender Gesellschafter,2013-05-07,,,,,,,,,,
